Connecting to host server, port 5201
[  5] local 10.1.3.2 port 58932 connected to 10.1.9.2 port 5201
[  5] 292.00-293.00 sec  5.65 MBytes  47.4 Mbits/sec    0    885 KBytes       
[  5] 293.00-294.00 sec  5.59 MBytes  46.9 Mbits/sec    0    885 KBytes       
[  5] 294.00-295.00 sec  5.53 MBytes  46.4 Mbits/sec    0    885 KBytes       
[  5] 295.00-296.00 sec  5.22 MBytes  43.8 Mbits/sec    0    891 KBytes       
[  5] 296.00-297.00 sec  16.2 MBytes   136 Mbits/sec   26    689 KBytes       
[  5] 297.00-298.00 sec  22.7 MBytes   190 Mbits/sec    0    764 KBytes       
[  5] 298.00-299.00 sec  21.1 MBytes   177 Mbits/sec   11    578 KBytes       
[  5] 299.00-300.00 sec  17.9 MBytes   150 Mbits/sec   15    441 KBytes       
[  5] 300.00-301.00 sec  15.1 MBytes   127 Mbits/sec    0    479 KBytes       
[  5] 301.00-302.00 sec  16.2 MBytes   136 Mbits/sec    0    502 KBytes       
[  5] 302.00-303.00 sec  14.4 MBytes   121 Mbits/sec    5    378 KBytes       
[  5] 303.00-304.00 sec  12.9 MBytes   108 Mbits/sec    0    406 KBytes       
[  5] 304.00-305.00 sec  12.2 MBytes   103 Mbits/sec    1    307 KBytes       
[  5] 305.00-306.00 sec  10.6 MBytes  88.6 Mbits/sec    0    332 KBytes       
[  5] 306.00-307.00 sec  9.57 MBytes  80.3 Mbits/sec    1    255 KBytes       
[  5] 307.00-308.00 sec  6.52 MBytes  54.7 Mbits/sec    2    202 KBytes       
[  5] 308.00-309.00 sec  7.08 MBytes  59.4 Mbits/sec    0    228 KBytes       
[  5] 309.00-310.00 sec  8.02 MBytes  67.3 Mbits/sec    0    253 KBytes       
[  5] 310.00-311.00 sec  8.75 MBytes  73.4 Mbits/sec    0    279 KBytes       
[  5] 311.00-312.00 sec  9.64 MBytes  80.9 Mbits/sec    0    304 KBytes       
[  5] 312.00-313.00 sec  10.4 MBytes  87.6 Mbits/sec    0    329 KBytes       
[  5] 313.00-314.00 sec  11.2 MBytes  93.8 Mbits/sec    0    355 KBytes       
[  5] 314.00-315.00 sec  12.1 MBytes   101 Mbits/sec    0    380 KBytes       
[  5] 315.00-316.00 sec  12.9 MBytes   108 Mbits/sec    0    406 KBytes       
[  5] 316.00-317.00 sec  13.4 MBytes   113 Mbits/sec   16    305 KBytes       
[  5] 317.00-318.00 sec  11.0 MBytes  92.3 Mbits/sec    0    358 KBytes       
[  5] 318.00-319.00 sec  10.3 MBytes  86.0 Mbits/sec    2    281 KBytes       
[  5] 319.00-320.00 sec  9.82 MBytes  82.3 Mbits/sec    0    303 KBytes       
[  5] 320.00-321.00 sec  10.3 MBytes  86.0 Mbits/sec    0    327 KBytes       
[  5] 321.00-322.00 sec  9.57 MBytes  80.3 Mbits/sec    2    264 KBytes       
[  5] 322.00-323.00 sec  9.32 MBytes  78.2 Mbits/sec    0    300 KBytes       
[  5] 323.00-324.00 sec  10.4 MBytes  87.1 Mbits/sec    0    322 KBytes       
[  5] 324.00-325.00 sec  10.8 MBytes  90.7 Mbits/sec    0    334 KBytes       
[  5] 325.00-326.00 sec  11.2 MBytes  94.3 Mbits/sec    0    352 KBytes       
[  5] 326.00-327.00 sec  12.1 MBytes   101 Mbits/sec    0    378 KBytes       
[  5] 327.00-328.00 sec  12.9 MBytes   108 Mbits/sec    0    403 KBytes       
[  5] 328.00-329.00 sec  13.8 MBytes   115 Mbits/sec    0    428 KBytes       
[  5] 329.00-330.00 sec  11.2 MBytes  94.4 Mbits/sec   33    346 KBytes       
[  5] 330.00-331.00 sec  12.3 MBytes   103 Mbits/sec    0    387 KBytes       
[  5] 331.00-332.00 sec  11.2 MBytes  94.4 Mbits/sec    6    298 KBytes       
[  5] 332.00-333.00 sec  10.3 MBytes  86.0 Mbits/sec    0    322 KBytes       
[  5] 333.00-334.00 sec  10.9 MBytes  91.7 Mbits/sec    0    344 KBytes       
[  5] 334.00-335.00 sec  11.7 MBytes  98.5 Mbits/sec    0    369 KBytes       
[  5] 335.00-336.00 sec  12.2 MBytes   102 Mbits/sec    0    393 KBytes       
[  5] 336.00-337.00 sec  10.5 MBytes  88.1 Mbits/sec    0    413 KBytes       
[  5] 337.00-338.00 sec  10.9 MBytes  91.2 Mbits/sec    0    434 KBytes       
[  5] 338.00-339.00 sec  11.6 MBytes  97.0 Mbits/sec    0    452 KBytes       
[  5] 339.00-340.00 sec  12.0 MBytes   101 Mbits/sec    0    474 KBytes       
[  5] 340.00-341.00 sec  12.5 MBytes   105 Mbits/sec    0    494 KBytes       
[  5] 341.00-342.00 sec  13.0 MBytes   109 Mbits/sec    0    513 KBytes       
[  5] 342.00-343.00 sec  13.5 MBytes   114 Mbits/sec    0    533 KBytes       
[  5] 343.00-344.00 sec  14.5 MBytes   121 Mbits/sec    0    601 KBytes       
[  5] 344.00-345.00 sec  16.8 MBytes   141 Mbits/sec    0    716 KBytes       
[  5] 345.00-346.00 sec  20.2 MBytes   169 Mbits/sec    0    860 KBytes       
[  5] 346.00-347.00 sec  22.7 MBytes   190 Mbits/sec    0   1.01 MBytes       
[  5] 347.00-348.00 sec  22.4 MBytes   188 Mbits/sec    0   1.22 MBytes       
[  5] 348.00-349.00 sec  22.2 MBytes   187 Mbits/sec    0   1.46 MBytes       
[  5] 349.00-350.00 sec  22.5 MBytes   189 Mbits/sec    0   1.75 MBytes       
[  5] 350.00-351.00 sec  22.6 MBytes   190 Mbits/sec   15   1.44 MBytes       
[  5] 351.00-352.00 sec  22.4 MBytes   188 Mbits/sec    0   1.59 MBytes       
[  5] 352.00-353.00 sec  22.5 MBytes   189 Mbits/sec    0   1.72 MBytes       
[  5] 353.00-354.00 sec  22.2 MBytes   187 Mbits/sec    0   1.82 MBytes       
[  5] 354.00-355.00 sec  22.5 MBytes   189 Mbits/sec    0   1.90 MBytes       
[  5] 355.00-356.00 sec  22.7 MBytes   190 Mbits/sec    0   1.96 MBytes       
[  5] 356.00-357.00 sec  22.9 MBytes   192 Mbits/sec   31   1.01 MBytes       
[  5] 357.00-358.00 sec  22.4 MBytes   188 Mbits/sec    0   1.07 MBytes       
[  5] 358.00-359.00 sec  22.4 MBytes   188 Mbits/sec    0   1.12 MBytes       
[  5] 359.00-360.00 sec  22.5 MBytes   189 Mbits/sec    0   1.15 MBytes       
[  5] 360.00-361.00 sec  22.5 MBytes   189 Mbits/sec    1    840 KBytes       
[  5] 361.00-362.00 sec  21.8 MBytes   183 Mbits/sec   11    634 KBytes       
[  5] 362.00-363.00 sec  17.2 MBytes   144 Mbits/sec    0    687 KBytes       
[  5] 363.00-364.00 sec  18.1 MBytes   152 Mbits/sec    0    724 KBytes       
[  5] 364.00-365.00 sec  18.3 MBytes   153 Mbits/sec    1    540 KBytes       
[  5] 365.00-366.00 sec  15.0 MBytes   126 Mbits/sec    0    570 KBytes       
[  5] 366.00-367.00 sec  15.3 MBytes   128 Mbits/sec    0    602 KBytes       
[  5] 367.00-368.00 sec  15.8 MBytes   133 Mbits/sec    0    622 KBytes       
[  5] 368.00-369.00 sec  12.7 MBytes   107 Mbits/sec    3    325 KBytes       
[  5] 369.00-370.00 sec  8.89 MBytes  74.5 Mbits/sec    0    355 KBytes       
[  5] 370.00-371.00 sec  7.95 MBytes  66.7 Mbits/sec    1    273 KBytes       
[  5] 371.00-372.00 sec  7.39 MBytes  62.0 Mbits/sec    0    293 KBytes       
[  5] 372.00-373.00 sec  7.50 MBytes  62.9 Mbits/sec    0    305 KBytes       
[  5] 373.00-374.00 sec  8.28 MBytes  69.5 Mbits/sec    0    325 KBytes       
[  5] 374.00-375.00 sec  8.70 MBytes  73.0 Mbits/sec    0    345 KBytes       
[  5] 375.00-376.00 sec  9.13 MBytes  76.6 Mbits/sec    0    365 KBytes       
[  5] 376.00-377.00 sec  9.76 MBytes  81.8 Mbits/sec    0    385 KBytes       
[  5] 377.00-378.00 sec  7.71 MBytes  64.7 Mbits/sec    1    315 KBytes       
[  5] 378.00-379.00 sec  8.70 MBytes  73.0 Mbits/sec    0    352 KBytes       
[  5] 379.00-380.00 sec  9.45 MBytes  79.2 Mbits/sec    0    372 KBytes       
[  5] 380.00-381.00 sec  9.82 MBytes  82.4 Mbits/sec    0    382 KBytes       
[  5] 381.00-382.00 sec  9.76 MBytes  81.8 Mbits/sec    0    386 KBytes       
[  5] 382.00-383.00 sec  9.82 MBytes  82.4 Mbits/sec    0    387 KBytes       
[  5] 383.00-384.00 sec  10.3 MBytes  86.5 Mbits/sec    0    407 KBytes       
[  5] 384.00-385.00 sec  10.9 MBytes  91.2 Mbits/sec    0    428 KBytes       
[  5] 385.00-386.00 sec  11.2 MBytes  94.3 Mbits/sec    0    447 KBytes       
[  5] 386.00-387.00 sec  9.63 MBytes  80.8 Mbits/sec    9    351 KBytes       
[  5] 387.00-388.00 sec  7.95 MBytes  66.7 Mbits/sec    3    279 KBytes       
[  5] 388.00-389.00 sec  7.39 MBytes  62.0 Mbits/sec    0    300 KBytes       
[  5] 389.00-390.00 sec  7.89 MBytes  66.2 Mbits/sec    0    313 KBytes       
[  5] 390.00-391.00 sec  8.20 MBytes  68.8 Mbits/sec    0    329 KBytes       
[  5] 391.00-392.00 sec  8.75 MBytes  73.4 Mbits/sec    0    349 KBytes       
[  5] 392.00-393.00 sec  9.40 MBytes  78.8 Mbits/sec    0    369 KBytes       
[  5] 393.00-394.00 sec  9.88 MBytes  82.9 Mbits/sec    0    390 KBytes       
[  5] 394.00-395.00 sec  10.4 MBytes  87.1 Mbits/sec    0    410 KBytes       
[  5] 395.00-396.00 sec  10.9 MBytes  91.2 Mbits/sec    0    430 KBytes       
[  5] 396.00-397.00 sec  11.0 MBytes  92.3 Mbits/sec    3    320 KBytes       
[  5] 397.00-398.00 sec  9.01 MBytes  75.6 Mbits/sec    0    372 KBytes       
[  5] 398.00-399.00 sec  10.2 MBytes  85.5 Mbits/sec    0    410 KBytes       
[  5] 399.00-400.00 sec  10.9 MBytes  91.7 Mbits/sec    0    431 KBytes       
[  5] 400.00-401.00 sec  9.76 MBytes  81.8 Mbits/sec    1    324 KBytes       
[  5] 401.00-402.00 sec  8.75 MBytes  73.4 Mbits/sec    0    349 KBytes       
[  5] 402.00-403.00 sec  9.40 MBytes  78.8 Mbits/sec    0    363 KBytes       
[  5] 403.00-404.00 sec  9.63 MBytes  80.8 Mbits/sec    0    376 KBytes       
[  5] 404.00-405.00 sec  10.0 MBytes  83.9 Mbits/sec    0    396 KBytes       
[  5] 405.00-406.00 sec  10.6 MBytes  88.7 Mbits/sec    0    416 KBytes       
[  5] 406.00-407.00 sec  11.1 MBytes  93.3 Mbits/sec    0    437 KBytes       
[  5] 407.00-408.00 sec  11.6 MBytes  97.5 Mbits/sec    0    457 KBytes       
[  5] 408.00-409.00 sec  12.1 MBytes   102 Mbits/sec    0    477 KBytes       
[  5] 409.00-410.00 sec  12.5 MBytes   105 Mbits/sec    0    496 KBytes       
[  5] 410.00-411.00 sec  13.2 MBytes   111 Mbits/sec    0    516 KBytes       
[  5] 411.00-412.00 sec  13.7 MBytes   115 Mbits/sec    0    536 KBytes       
[  5] 412.00-413.00 sec  8.08 MBytes  67.8 Mbits/sec    4    294 KBytes       
[  5] 413.00-414.00 sec  7.95 MBytes  66.7 Mbits/sec    0    314 KBytes       
[  5] 414.00-415.00 sec  8.33 MBytes  69.8 Mbits/sec    0    325 KBytes       
[  5] 415.00-416.00 sec  8.75 MBytes  73.4 Mbits/sec    0    345 KBytes       
[  5] 416.00-417.00 sec  9.27 MBytes  77.8 Mbits/sec    0    365 KBytes       
[  5] 417.00-418.00 sec  9.76 MBytes  81.8 Mbits/sec    0    385 KBytes       
[  5] 418.00-419.00 sec  10.3 MBytes  86.0 Mbits/sec    0    406 KBytes       
[  5] 419.00-420.00 sec  10.8 MBytes  90.7 Mbits/sec    0    426 KBytes       
[  5] 420.00-421.00 sec  11.2 MBytes  94.3 Mbits/sec    0    445 KBytes       
[  5] 421.00-422.00 sec  11.9 MBytes  99.6 Mbits/sec    0    465 KBytes       
[  5] 422.00-423.00 sec  12.3 MBytes   103 Mbits/sec    0    485 KBytes       
[  5] 423.00-424.00 sec  12.9 MBytes   108 Mbits/sec    0    527 KBytes       
[  5] 424.00-425.00 sec  14.9 MBytes   125 Mbits/sec    0    626 KBytes       
[  5] 425.00-426.00 sec  17.8 MBytes   149 Mbits/sec    0    752 KBytes       
[  5] 426.00-427.00 sec  17.3 MBytes   145 Mbits/sec    5    615 KBytes       
[  5] 427.00-428.00 sec  16.8 MBytes   141 Mbits/sec    0    686 KBytes       
[  5] 428.00-429.00 sec  15.6 MBytes   131 Mbits/sec    2    525 KBytes       
[  5] 429.00-430.00 sec  14.2 MBytes   119 Mbits/sec    0    563 KBytes       
[  5] 430.00-431.00 sec  14.8 MBytes   124 Mbits/sec    8    411 KBytes       
[  5] 431.00-432.00 sec  11.2 MBytes  94.4 Mbits/sec    0    451 KBytes       
[  5] 432.00-433.00 sec  12.1 MBytes   102 Mbits/sec    0    477 KBytes       
[  5] 433.00-434.00 sec  12.4 MBytes   104 Mbits/sec    0    489 KBytes       
[  5] 434.00-435.00 sec  12.5 MBytes   105 Mbits/sec    3    351 KBytes       
[  5] 435.00-436.00 sec  9.51 MBytes  79.8 Mbits/sec    0    386 KBytes       
[  5] 436.00-437.00 sec  10.4 MBytes  87.1 Mbits/sec    0    406 KBytes       
[  5] 437.00-438.00 sec  10.7 MBytes  89.7 Mbits/sec    0    416 KBytes       
[  5] 438.00-439.00 sec  10.8 MBytes  90.7 Mbits/sec    0    428 KBytes       
[  5] 439.00-440.00 sec  11.2 MBytes  94.4 Mbits/sec    0    448 KBytes       
[  5] 440.00-441.00 sec  11.9 MBytes   100 Mbits/sec    0    468 KBytes       
[  5] 441.00-442.00 sec  12.4 MBytes   104 Mbits/sec    0    488 KBytes       
[  5] 442.00-443.00 sec  12.7 MBytes   107 Mbits/sec    0    508 KBytes       
[  5] 443.00-444.00 sec  13.2 MBytes   111 Mbits/sec    0    527 KBytes       
[  5] 444.00-445.00 sec  13.7 MBytes   115 Mbits/sec    0    547 KBytes       
[  5] 445.00-446.00 sec  14.2 MBytes   119 Mbits/sec    0    567 KBytes       
[  5] 446.00-447.00 sec  14.9 MBytes   125 Mbits/sec    0    614 KBytes       
[  5] 447.00-448.00 sec  16.5 MBytes   138 Mbits/sec    0    710 KBytes       
[  5] 448.00-449.00 sec  19.8 MBytes   166 Mbits/sec    0    833 KBytes       
[  5] 449.00-450.00 sec  19.6 MBytes   164 Mbits/sec    7    677 KBytes       
[  5] 450.00-451.00 sec  17.3 MBytes   145 Mbits/sec    2    529 KBytes       
[  5] 451.00-452.00 sec  14.2 MBytes   119 Mbits/sec    0    574 KBytes       
[  5] 452.00-453.00 sec  12.2 MBytes   103 Mbits/sec   12    437 KBytes       
[  5] 453.00-454.00 sec  11.6 MBytes  97.5 Mbits/sec    0    468 KBytes       
[  5] 454.00-455.00 sec  9.38 MBytes  78.7 Mbits/sec    4    361 KBytes       
[  5] 455.00-456.00 sec  9.76 MBytes  81.8 Mbits/sec    0    383 KBytes       
[  5] 456.00-457.00 sec  10.2 MBytes  85.5 Mbits/sec    0    396 KBytes       
[  5] 457.00-458.00 sec  10.4 MBytes  87.6 Mbits/sec    0    407 KBytes       
[  5] 458.00-459.00 sec  10.8 MBytes  90.7 Mbits/sec    0    427 KBytes       
[  5] 459.00-460.00 sec  10.6 MBytes  89.1 Mbits/sec    0    445 KBytes       
[  5] 460.00-461.00 sec  8.64 MBytes  72.5 Mbits/sec   98    363 KBytes       
[  5] 461.00-462.00 sec  7.21 MBytes  60.5 Mbits/sec   34    281 KBytes       
[  5] 462.00-463.00 sec  7.50 MBytes  62.9 Mbits/sec    0    308 KBytes       
[  5] 463.00-464.00 sec  6.61 MBytes  55.4 Mbits/sec    1    238 KBytes       
[  5] 464.00-465.00 sec  6.46 MBytes  54.2 Mbits/sec    0    255 KBytes       
[  5] 465.00-466.00 sec  6.84 MBytes  57.3 Mbits/sec    0    273 KBytes       
[  5] 466.00-467.00 sec  7.39 MBytes  62.0 Mbits/sec    0    293 KBytes       
[  5] 467.00-468.00 sec  7.89 MBytes  66.2 Mbits/sec    0    313 KBytes       
[  5] 468.00-469.00 sec  7.71 MBytes  64.6 Mbits/sec    1    242 KBytes       
[  5] 469.00-470.00 sec  6.90 MBytes  57.9 Mbits/sec    0    283 KBytes       
[  5] 470.00-471.00 sec  7.71 MBytes  64.6 Mbits/sec    0    307 KBytes       
[  5] 471.00-472.00 sec  8.20 MBytes  68.8 Mbits/sec    0    321 KBytes       
[  5] 472.00-473.00 sec  8.45 MBytes  70.9 Mbits/sec    0    327 KBytes       
[  5] 473.00-474.00 sec  8.58 MBytes  71.9 Mbits/sec    0    334 KBytes       
[  5] 474.00-475.00 sec  8.95 MBytes  75.1 Mbits/sec    0    355 KBytes       
[  5] 475.00-476.00 sec  9.51 MBytes  79.7 Mbits/sec    0    375 KBytes       
[  5] 476.00-477.00 sec  8.89 MBytes  74.5 Mbits/sec    0    392 KBytes       
[  5] 477.00-478.00 sec   191 KBytes  1.56 Mbits/sec  277    274 KBytes       
[  5] 478.00-479.00 sec  1.06 MBytes  8.86 Mbits/sec   69    214 KBytes       
[  5] 479.00-480.00 sec  1.18 MBytes  9.90 Mbits/sec    0    257 KBytes       
[  5] 480.00-481.00 sec  1018 KBytes  8.34 Mbits/sec  156    195 KBytes       
[  5] 481.00-482.00 sec  1.12 MBytes  9.38 Mbits/sec   28    150 KBytes       
[  5] 482.00-483.00 sec  1.12 MBytes  9.38 Mbits/sec    0    163 KBytes       
[  5] 483.00-484.00 sec  1.12 MBytes  9.38 Mbits/sec    0    168 KBytes       
[  5] 484.00-485.00 sec  1.12 MBytes  9.38 Mbits/sec    0    168 KBytes       
[  5] 485.00-486.00 sec  1.12 MBytes  9.38 Mbits/sec    0    168 KBytes       
[  5] 486.00-487.00 sec  1.12 MBytes  9.38 Mbits/sec    0    171 KBytes       
[  5] 487.00-488.00 sec  1.12 MBytes  9.38 Mbits/sec    0    180 KBytes       
[  5] 488.00-489.00 sec  1.12 MBytes  9.38 Mbits/sec    0    197 KBytes       
[  5] 489.00-490.00 sec  1.12 MBytes  9.38 Mbits/sec    0    226 KBytes       
[  5] 490.00-491.00 sec  1.12 MBytes  9.38 Mbits/sec   40    123 KBytes       
[  5] 491.00-492.00 sec  1.12 MBytes  9.38 Mbits/sec    0    137 KBytes       
[  5] 492.00-493.00 sec  1.12 MBytes  9.38 Mbits/sec    0    144 KBytes       
[  5] 493.00-494.00 sec  1.06 MBytes  8.86 Mbits/sec    0    144 KBytes       
[  5] 494.00-495.00 sec  1.12 MBytes  9.38 Mbits/sec    0    146 KBytes       
[  5] 495.00-496.00 sec  1.12 MBytes  9.38 Mbits/sec    0    151 KBytes       
[  5] 496.00-497.00 sec  1018 KBytes  8.34 Mbits/sec   80    122 KBytes       
[  5] 497.00-498.00 sec  1.12 MBytes  9.38 Mbits/sec    0    140 KBytes       
[  5] 498.00-499.00 sec  1.12 MBytes  9.38 Mbits/sec    0    150 KBytes       
[  5] 499.00-500.00 sec  1.12 MBytes  9.38 Mbits/sec    0    153 KBytes       
[  5] 500.00-501.00 sec  1.12 MBytes  9.38 Mbits/sec    0    153 KBytes       
[  5] 501.00-502.00 sec  1.12 MBytes  9.38 Mbits/sec    0    153 KBytes       
[  5] 502.00-503.00 sec  1.12 MBytes  9.38 Mbits/sec    0    158 KBytes       
[  5] 503.00-504.00 sec  1.06 MBytes  8.86 Mbits/sec    0    170 KBytes       
[  5] 504.00-505.00 sec  1.12 MBytes  9.38 Mbits/sec    0    191 KBytes       
[  5] 505.00-506.00 sec  1.12 MBytes  9.38 Mbits/sec    0    225 KBytes       
[  5] 506.00-507.00 sec  1.06 MBytes  8.86 Mbits/sec    0    274 KBytes       
[  5] 507.00-508.00 sec  1.06 MBytes  8.86 Mbits/sec    0    342 KBytes       
[  5] 508.00-509.00 sec  1.12 MBytes  9.38 Mbits/sec    7    209 KBytes       
[  5] 509.00-510.00 sec  1.24 MBytes  10.4 Mbits/sec    0    204 KBytes       
[  5] 510.00-511.00 sec  1.12 MBytes  9.38 Mbits/sec    0    216 KBytes       
[  5] 511.00-512.00 sec  3.23 MBytes  27.1 Mbits/sec   40    228 KBytes       
[  5] 512.00-513.00 sec  5.47 MBytes  45.9 Mbits/sec    0    246 KBytes       
[  5] 513.00-514.00 sec  5.78 MBytes  48.5 Mbits/sec    0    264 KBytes       
[  5] 514.00-515.00 sec  5.72 MBytes  48.0 Mbits/sec    0    280 KBytes       
[  5] 515.00-516.00 sec  5.65 MBytes  47.4 Mbits/sec    0    296 KBytes       
[  5] 516.00-517.00 sec  5.72 MBytes  48.0 Mbits/sec    0    314 KBytes       
[  5] 517.00-518.00 sec  5.65 MBytes  47.4 Mbits/sec    0    372 KBytes       
[  5] 518.00-519.00 sec  5.72 MBytes  48.0 Mbits/sec    0    454 KBytes       
[  5] 519.00-520.00 sec  5.65 MBytes  47.4 Mbits/sec    0    560 KBytes       
[  5] 520.00-521.00 sec  5.72 MBytes  48.0 Mbits/sec    0    693 KBytes       
[  5] 521.00-522.00 sec  5.65 MBytes  47.4 Mbits/sec    0    854 KBytes       
[  5] 522.00-523.00 sec  5.72 MBytes  48.0 Mbits/sec    2    676 KBytes       
[  5] 523.00-524.00 sec  5.72 MBytes  48.0 Mbits/sec    0    751 KBytes       
[  5] 524.00-525.00 sec  5.65 MBytes  47.4 Mbits/sec    0    806 KBytes       
[  5] 525.00-526.00 sec  5.72 MBytes  48.0 Mbits/sec    0    843 KBytes       
[  5] 526.00-527.00 sec  5.65 MBytes  47.4 Mbits/sec    0    867 KBytes       
[  5] 527.00-528.00 sec  5.72 MBytes  48.0 Mbits/sec    0    880 KBytes       
[  5] 528.00-529.00 sec  5.72 MBytes  48.0 Mbits/sec    0    885 KBytes       
[  5] 529.00-530.00 sec  5.65 MBytes  47.4 Mbits/sec    0    885 KBytes       
[  5] 530.00-531.00 sec  5.72 MBytes  48.0 Mbits/sec    0    885 KBytes       
[  5] 531.00-532.00 sec  5.78 MBytes  48.5 Mbits/sec    6    653 KBytes       
[  5] 532.00-533.00 sec  5.65 MBytes  47.4 Mbits/sec    0    734 KBytes       
[  5] 533.00-534.00 sec  5.72 MBytes  48.0 Mbits/sec    0    793 KBytes       
[  5] 534.00-535.00 sec  5.65 MBytes  47.4 Mbits/sec    0    837 KBytes       
[  5] 535.00-536.00 sec  5.72 MBytes  48.0 Mbits/sec    0    863 KBytes       
[  5] 536.00-537.00 sec  5.72 MBytes  48.0 Mbits/sec    0    878 KBytes       
[  5] 537.00-538.00 sec  5.65 MBytes  47.4 Mbits/sec    0    887 KBytes       
[  5] 538.00-539.00 sec  5.72 MBytes  48.0 Mbits/sec    0    887 KBytes       
[  5] 539.00-540.00 sec  5.72 MBytes  48.0 Mbits/sec    0    887 KBytes       
[  5] 540.00-541.00 sec  5.65 MBytes  47.4 Mbits/sec    0    888 KBytes       
[  5] 541.00-542.00 sec  5.72 MBytes  48.0 Mbits/sec    0    897 KBytes       
[  5] 542.00-543.00 sec  5.78 MBytes  48.5 Mbits/sec    1    690 KBytes       
[  5] 543.00-544.00 sec  5.65 MBytes  47.4 Mbits/sec    0    765 KBytes       
[  5] 544.00-545.00 sec  5.72 MBytes  48.0 Mbits/sec    0    819 KBytes       
[  5] 545.00-546.00 sec  5.65 MBytes  47.4 Mbits/sec    0    856 KBytes       
[  5] 546.00-547.00 sec  5.72 MBytes  48.0 Mbits/sec    0    880 KBytes       
[  5] 547.00-548.00 sec  5.72 MBytes  48.0 Mbits/sec    0    891 KBytes       
[  5] 548.00-549.00 sec  5.65 MBytes  47.4 Mbits/sec    0    897 KBytes       
[  5] 549.00-550.00 sec  5.72 MBytes  48.0 Mbits/sec    0    897 KBytes       
[  5] 550.00-551.00 sec  5.72 MBytes  48.0 Mbits/sec    0    897 KBytes       
[  5] 551.00-552.00 sec  5.65 MBytes  47.4 Mbits/sec    0    901 KBytes       
[  5] 552.00-553.00 sec  5.72 MBytes  48.0 Mbits/sec    0    909 KBytes       
[  5] 553.00-554.00 sec  5.72 MBytes  48.0 Mbits/sec    0    928 KBytes       
[  5] 554.00-555.00 sec  5.65 MBytes  47.4 Mbits/sec    0    960 KBytes       
[  5] 555.00-556.00 sec  5.72 MBytes  48.0 Mbits/sec    0   1007 KBytes       
[  5] 556.00-557.00 sec  5.72 MBytes  48.0 Mbits/sec    0   1.05 MBytes       
[  5] 557.00-558.00 sec  5.65 MBytes  47.4 Mbits/sec    0   1.14 MBytes       
[  5] 558.00-559.00 sec  5.65 MBytes  47.4 Mbits/sec    0   1.25 MBytes       
[  5] 559.00-560.00 sec  5.72 MBytes  48.0 Mbits/sec    0   1.39 MBytes       
[  5] 560.00-561.00 sec  5.65 MBytes  47.4 Mbits/sec    0   1.56 MBytes       
[  5] 561.00-562.00 sec  5.72 MBytes  48.0 Mbits/sec    0   1.76 MBytes       
[  5] 562.00-563.00 sec  5.65 MBytes  47.4 Mbits/sec    0   2.00 MBytes       
[  5] 563.00-564.00 sec  5.68 MBytes  47.6 Mbits/sec    0   2.27 MBytes       
[  5] 564.00-565.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.59 MBytes       
[  5] 565.00-566.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.94 MBytes       
[  5] 566.00-567.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.03 MBytes       
[  5] 567.00-568.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.03 MBytes       
[  5] 568.00-569.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.03 MBytes       
[  5] 569.00-570.00 sec  5.76 MBytes  48.3 Mbits/sec    0   3.03 MBytes       
[  5] 570.00-571.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.03 MBytes       
[  5] 571.00-572.00 sec  5.64 MBytes  47.3 Mbits/sec    0   3.03 MBytes       
[  5] 572.00-573.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.03 MBytes       
[  5] 573.00-574.00 sec  5.76 MBytes  48.3 Mbits/sec    0   3.03 MBytes       
[  5] 574.00-575.00 sec  5.64 MBytes  47.3 Mbits/sec    0   3.03 MBytes       
[  5] 575.00-576.00 sec  5.76 MBytes  48.3 Mbits/sec    0   3.03 MBytes       
[  5] 576.00-577.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.03 MBytes       
[  5] 577.00-578.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.03 MBytes       
[  5] 578.00-579.00 sec  5.64 MBytes  47.3 Mbits/sec    0   3.03 MBytes       
[  5] 579.00-580.00 sec  5.76 MBytes  48.3 Mbits/sec    0   3.03 MBytes       
[  5] 580.00-581.00 sec  5.73 MBytes  48.1 Mbits/sec    1   2.15 MBytes       
[  5] 581.00-582.00 sec  5.51 MBytes  46.2 Mbits/sec    0   2.33 MBytes       
[  5] 582.00-583.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.50 MBytes       
[  5] 583.00-584.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.64 MBytes       
[  5] 584.00-585.00 sec  5.66 MBytes  47.5 Mbits/sec    0   2.75 MBytes       
[  5] 585.00-586.00 sec  5.76 MBytes  48.3 Mbits/sec    0   2.84 MBytes       
[  5] 586.00-587.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.91 MBytes       
[  5] 587.00-588.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.96 MBytes       
[  5] 588.00-589.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.99 MBytes       
[  5] 589.00-590.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.01 MBytes       
