Connecting to host server, port 5201
[  5] local 10.1.3.2 port 58844 connected to 10.1.9.2 port 5201
[  5] 580.00-581.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.49 MBytes       
[  5] 581.00-582.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.52 MBytes       
[  5] 582.00-583.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.54 MBytes       
[  5] 583.00-584.00 sec  5.76 MBytes  48.3 Mbits/sec    0   2.55 MBytes       
[  5] 584.00-585.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.55 MBytes       
[  5] 585.00-586.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.55 MBytes       
[  5] 586.00-587.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.55 MBytes       
[  5] 587.00-588.00 sec  5.77 MBytes  48.4 Mbits/sec    0   2.56 MBytes       
[  5] 588.00-589.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.57 MBytes       
[  5] 589.00-590.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.59 MBytes       
[  5] 590.00-591.00 sec  5.77 MBytes  48.4 Mbits/sec    0   2.63 MBytes       
[  5] 591.00-592.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.69 MBytes       
[  5] 592.00-593.00 sec  4.93 MBytes  41.4 Mbits/sec    2   1.53 MBytes       
[  5] 593.00-594.00 sec  6.52 MBytes  54.8 Mbits/sec    0   2.02 MBytes       
[  5] 594.00-595.00 sec  5.72 MBytes  48.0 Mbits/sec    0   2.19 MBytes       
[  5] 595.00-596.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.34 MBytes       
[  5] 596.00-597.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.46 MBytes       
[  5] 597.00-598.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.55 MBytes       
[  5] 598.00-599.00 sec  5.77 MBytes  48.4 Mbits/sec    0   2.62 MBytes       
[  5] 599.00-600.00 sec  5.21 MBytes  43.7 Mbits/sec    0   2.67 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  5]   0.00-600.00 sec  3.14 GBytes  45.0 Mbits/sec  3996             sender
[  5]   0.00-600.00 sec  3.14 GBytes  45.0 Mbits/sec                  receiver

iperf Done.
